id,alive,request,resolve,url,subdomain,level,cname,ip,public,cdn,port,status,reason,title,banner,cidr,asn,org,addr,isp,source
6865,1,1,1,https://alt046680648.youtube.com,alt046680648.youtube.com,1,"alt046680648.youtube.com,alt046680648.youtube.com,alt046680648.youtube.com,alt046680648.youtube.com","108.177.12.190,108.177.12.93,108.177.12.91,108.177.12.136","1,1,1,1",1,443,404,Not Found,Error 404 (Not Found)!!1,,"108.177.12.0/24,108.177.12.0/24,108.177.12.0/24,108.177.12.0/24","AS15169,AS15169,AS15169,AS15169","Google,Google,Google,Google","美国南卡罗来纳,美国南卡罗来纳,美国南卡罗来纳,美国南卡罗来纳","谷歌,谷歌,谷歌,谷歌",Altdns
4417,1,1,1,http://alt046680651.youtube.com,alt046680651.youtube.com,1,alt046680651.youtube.com,172.217.13.110,1,1,80,404,Not Found,Error 404 (Not Found)!!1,,172.217.13.0/24,AS15169,Google,加拿大魁北克蒙特利尔,谷歌,AlienVaultQuery
4433,1,1,1,https://alt046680651.youtube.com,alt046680651.youtube.com,1,alt046680651.youtube.com,172.217.13.110,1,1,443,404,Not Found,Error 404 (Not Found)!!1,,172.217.13.0/24,AS15169,Google,加拿大魁北克蒙特利尔,谷歌,AlienVaultQuery
4645,1,1,1,http://alt046680654.youtube.com,alt046680654.youtube.com,1,alt046680654.youtube.com,172.217.1.14,1,1,80,404,Not Found,Error 404 (Not Found)!!1,,172.217.1.0/24,AS15169,Google,美国弗吉尼亚阿什本,谷歌,Altdns
4664,1,1,1,https://alt046680654.youtube.com,alt046680654.youtube.com,1,alt046680654.youtube.com,172.217.1.14,1,1,443,404,Not Found,Error 404 (Not Found)!!1,,172.217.1.0/24,AS15169,Google,美国弗吉尼亚阿什本,谷歌,Altdns
5148,1,1,1,http://alt049680651.youtube.com,alt049680651.youtube.com,1,alt049680651.youtube.com,172.217.1.238,1,1,80,404,Not Found,Error 404 (Not Found)!!1,,172.217.1.0/24,AS15169,Google,美国德克萨斯达拉斯,谷歌,Altdns
5159,1,1,1,https://alt049680651.youtube.com,alt049680651.youtube.com,1,alt049680651.youtube.com,172.217.1.238,1,1,443,404,Not Found,Error 404 (Not Found)!!1,,172.217.1.0/24,AS15169,Google,美国德克萨斯达拉斯,谷歌,Altdns
6733,1,1,1,http://alt0515.youtube.com,alt0515.youtube.com,1,alt0515.youtube.com,172.217.1.238,1,1,80,404,Not Found,Error 404 (Not Found)!!1,,172.217.1.0/24,AS15169,Google,美国德克萨斯达拉斯,谷歌,Altdns
6741,1,1,1,https://alt0515.youtube.com,alt0515.youtube.com,1,alt0515.youtube.com,172.217.1.238,1,1,443,404,Not Found,Error 404 (Not Found)!!1,,172.217.1.0/24,AS15169,Google,美国德克萨斯达拉斯,谷歌,Altdns
5161,1,1,1,http://alt061791.youtube.com,alt061791.youtube.com,1,alt061791.youtube.com,172.217.1.14,1,1,80,404,Not Found,Error 404 (Not Found)!!1,,172.217.1.0/24,AS15169,Google,美国弗吉尼亚阿什本,谷歌,Altdns
5175,1,1,1,https://alt061791.youtube.com,alt061791.youtube.com,1,alt061791.youtube.com,172.217.1.14,1,1,443,404,Not Found,Error 404 (Not Found)!!1,,172.217.1.0/24,AS15169,Google,美国弗吉尼亚阿什本,谷歌,Altdns
4446,1,1,1,http://alt061793.youtube.com,alt061793.youtube.com,1,alt061793.youtube.com,172.217.31.174,1,1,80,404,Not Found,Error 404 (Not Found)!!1,,172.217.31.0/24,AS15169,Google,日本东京都东京,谷歌,AlienVaultQuery
4456,1,1,1,https://alt061793.youtube.com,alt061793.youtube.com,1,alt061793.youtube.com,172.217.31.174,1,1,443,404,Not Found,Error 404 (Not Found)!!1,,172.217.31.0/24,AS15169,Google,日本东京都东京,谷歌,AlienVaultQuery
6850,1,1,1,http://alt061796.youtube.com,alt061796.youtube.com,1,alt061796.youtube.com,172.217.1.238,1,1,80,404,Not Found,Error 404 (Not Found)!!1,,172.217.1.0/24,AS15169,Google,美国德克萨斯达拉斯,谷歌,Altdns
6860,1,1,1,https://alt061796.youtube.com,alt061796.youtube.com,1,alt061796.youtube.com,172.217.1.238,1,1,443,404,Not Found,Error 404 (Not Found)!!1,,172.217.1.0/24,AS15169,Google,美国德克萨斯达拉斯,谷歌,Altdns
4355,1,1,1,http://alt0717.youtube.com,alt0717.youtube.com,1,alt0717.youtube.com,172.217.13.110,1,1,80,404,Not Found,Error 404 (Not Found)!!1,,172.217.13.0/24,AS15169,Google,加拿大魁北克蒙特利尔,谷歌,AlienVaultQuery
4368,1,1,1,https://alt0717.youtube.com,alt0717.youtube.com,1,alt0717.youtube.com,172.217.13.110,1,1,443,404,Not Found,Error 404 (Not Found)!!1,,172.217.13.0/24,AS15169,Google,加拿大魁北克蒙特利尔,谷歌,AlienVaultQuery
